_best_bound,_dettime,_linear_nonzeros,_miprelgap,_n_iterations,_n_nodes_processed,_ncolumns,_problem_type,_quality_metrics,_solve_status,_solve_status_code,_time,binary_variables,constraints,cuts_BQP,cuts_GUB_cover,cuts_MIR,cuts_RLT,cuts_benders,cuts_clique,cuts_cover,cuts_disjunctive,cuts_flow_cover,cuts_flow_path,cuts_fractional,cuts_implied_bound,cuts_lift_and_project,cuts_local_implied_bound,cuts_multi_commodity_flow,cuts_solution_pool,cuts_table,cuts_user,cuts_zero_half,integer_variables,linear_relaxation,name,objective_value
41.0,9003.160747528076,87922,0.0,8592,875,1340,MILP,{},integer optimal solution,101,4.5860230922698975,1300,17730,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,1,40,20.0,dr_bf_c:14n-46m-Generic-Deutsche-Telekom-DT_10_3_20_1.0,41.0
116.34894472377164,23732.540016174316,3560718,0.03843847335722742,3539,0,3591,MILP,{},time limit exceeded,107,60.206592082977295,,893088,0,0,111,0,0,0,65,0,160,5,57,7,6,0,0,0,0,0,161,,59.25,ds_acc_f:21n-70m-SpanishTelefonica_30_3_66_0.5,121.0
93.0,5645.253915786743,32553,0.0,122255,2980,1557,MILP,{},integer optimal solution,101,9.659707069396973,,6939,0,0,228,0,0,12,102,0,250,11,19,10,36,0,0,0,0,0,49,,32.083333333333336,dr_ob_f:28n-82m-EURO28_10_1_58_0.2,93.0
30.0,878.2089128494263,4460,0.0,11895,1352,250,MILP,{},integer optimal solution,101,0.6190760135650635,240,905,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,447,9,10,5.0,dr_bf_c:10n-44m-SmallNet_100_30_28_0.2,30.0
177.0,30887.898936271667,2432560,0.0,599,0,18640,MILP,{},integer optimal solution,101,38.941640853881836,12400,491240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6240,177.0,dr_bf_f:19n-76m-EON19_30_3_80_1.0,177.0
18.0,50.81204605102539,7710,0.0,140,0,570,MILP,{},integer optimal solution,101,0.04903984069824219,294,1671,0,0,5,0,0,0,16,0,31,0,24,0,3,0,27,0,0,0,28,276,9.5,dr_bf_f:10n-44m-SmallNet_100_50_16_0.5,18.0
158.0,16925.53219795227,943424,0.0,746,0,10048,MILP,{},integer optimal solution,101,9.534520864486694,6976,191456,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3072,158.00000000000006,dr_bf_f:14n-46m-Generic-Deutsche-Telekom-DT_10_1_64_1.0,158.0
37.0,78315.52259635925,23576,0.0,379110,51130,630,MILP,{},integer optimal solution,101,36.37670397758484,610,4755,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,989,3,20,10.0,dr_bf_c:11n-52m-Pan-European-COST239_30_9_30_0.5,37.0
41.0,964.2066307067871,13480,0.0,3610,59,1150,MILP,{},integer optimal solution,101,1.1526520252227783,580,2970,0,0,82,0,0,0,23,0,72,3,2,0,4,0,24,0,0,0,40,570,17.53174603174603,dr_bf_f:30n-112m-Spain_100_30_24_0.2,41.0
28.47065866505628,111529.29987812042,4239,0.08159165596566324,707193,33429,300,MILP,{},time limit exceeded,107,60.00234389305115,292,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5266,0,8,4.0,dr_bf_c:22n-70m-British-telecom_10_3_20_0.2,31.0
54.0,424.16706943511963,74070,0.0,162,0,1998,MILP,{},integer optimal solution,101,0.441723108291626,1134,15381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,864,54.0,dr_bf_f:16n-46m-EURO_30_9_18_1.0,54.0
119.0,2691.35694026947,176810,0.0,6314,0,6386,MILP,{},integer optimal solution,101,3.1148810386657715,6342,35519,0,0,126,0,0,68,369,0,4,0,73,2,5,0,1,0,0,0,198,44,71.75,dr_bf_m:22n-70m-British-telecom_30_3_62_0.5,119.0
nan,64561.40400028229,1501986,nan,0,0,9042,MILP,{},"time limit exceeded, no integer solution",108,60.01498484611511,,450648,,,,,,,,,,,,,,,,,,,,,66.00000000000009,dr_aov_c:21n-70m-SpanishTelefonica_100_10_66_1.0,
10.86944021647218,100985.5457687378,640920,0.9785612619002564,28137,9187,7700,MILP,{},time limit exceeded,107,60.0061469078064,,88080,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1117,0,,10.0,dsl_ascc_c:21n-70m-SpanishTelefonica_10_1_66_0.2,507.0
126.0,23184.285348892212,275778,0.0,37510,1515,4860,MILP,{},integer optimal solution,101,46.21899890899658,2754,56322,0,3,290,0,0,7,120,0,339,3,88,31,15,0,0,0,0,0,179,2106,61.75,dr_bf_f:19n-76m-EON19_100_10_80_0.5,126.0
19.0,54.72222423553467,2986,0.0,521,0,874,MILP,{},integer optimal solution,101,0.05895185470581055,870,493,0,0,6,0,0,37,61,0,1,0,11,6,0,0,23,0,0,0,14,4,5.0,dr_bf_m:20n-62m-ARPANet_10_5_12_0.2,19.0
24.35384615384612,111918.77253437042,1887,0.16021220159096064,668876,40898,198,MILP,{},time limit exceeded,107,60.00276803970337,192,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5491,7,6,3.0,dr_bf_c:20n-62m-ARPANet_30_9_20_0.2,29.0
41.0,2796.658576965332,8540,0.0,137895,2954,916,MILP,{},integer optimal solution,101,3.300678014755249,460,1926,0,0,137,0,0,0,59,0,166,3,8,0,15,0,15,0,0,0,20,456,13.777777777777779,dr_bf_f:30n-112m-Spain_10_3_24_0.2,41.0
75.0,589.6385402679443,34792,0.0,3794,0,3582,MILP,{},integer optimal solution,101,0.8627610206604004,3560,6539,0,0,33,0,0,108,169,0,9,0,42,0,0,0,34,0,0,0,76,22,25.42301587301587,dr_bf_m:14n-46m-Generic-Deutsche-Telekom-DT_100_10_64_0.2,75.0
nan,18986.836402893066,3114618,nan,0,0,6586,MILP,{},"time limit exceeded, no integer solution",108,60.60732579231262,,789964,,,,,,,,,,,,,,,,,,,,,33.072222222222216,ds_acc_m:28n-82m-EURO28_100_10_58_0.2,
18.0,43.256710052490234,4848,0.0,592,0,1062,MILP,{},integer optimal solution,101,0.052239179611206055,1056,891,0,0,1,0,0,11,30,0,0,0,15,0,0,0,21,0,0,0,7,6,7.616666666666666,dr_bf_m:21n-70m-SpanishTelefonica_10_5_12_0.2,18.0
145.0,19198.55874633789,173206,0.0,46781,1509,3674,MILP,{},integer optimal solution,101,32.951059103012085,2046,35585,0,7,506,0,0,0,145,0,495,13,70,18,28,0,0,0,0,0,238,1628,67.25,dr_bf_f:21n-72m-Italian_100_10_68_0.5,145.0
23.0,97.06045913696289,13278,0.0,168,0,954,MILP,{},integer optimal solution,101,0.10921192169189453,486,2877,0,0,8,0,0,0,15,0,29,0,20,2,0,0,24,0,0,0,20,468,12.166666666666668,dr_bf_f:19n-76m-EON19_30_15_16_0.5,23.0
20.0,121.33755016326904,1558,0.0,1226,0,350,MILP,{},integer optimal solution,101,0.18695902824401855,174,397,0,1,11,0,0,0,12,0,25,2,4,0,8,0,5,0,0,0,12,176,6.35,dr_bf_f:24n-86m-UBN24_100_50_14_0.2,20.0
31.0,96.84475135803223,5526,0.0,1150,0,1304,MILP,{},integer optimal solution,101,0.09981298446655273,1298,1069,0,0,22,0,0,140,87,0,1,0,25,0,3,0,44,0,0,0,56,6,13.0,dr_bf_m:28n-68m-EON_10_3_16_0.2,31.0
122.0,8811.421676635742,1191771,0.0,5625,0,6321,MILP,{},integer optimal solution,101,14.280372142791748,,297108,0,0,36,0,0,95,477,0,3,0,67,0,2,0,0,0,0,0,222,,67.83333333333333,ds_bf_m:21n-70m-SpanishTelefonica_10_1_66_0.5,122.0
42.0,14312.112643241882,227333,0.0,1996,306,2490,MILP,{},integer optimal solution,101,10.281090021133423,2430,45765,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,333,11,60,30.0,dr_bf_c:11n-52m-Pan-European-COST239_30_9_30_1.0,42.0
26.0,242.05354690551758,83682,0.0,51,0,2214,MILP,{},integer optimal solution,101,0.29197192192077637,1242,17235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,972,26.0,dr_bf_f:11n-52m-Pan-European-COST239_10_5_18_1.0,26.0
nan,91224.53636741638,4101990,nan,0,0,19530,MILP,{},"time limit exceeded, no integer solution",108,60.0332190990448,,153469,,,,,,,,,,,,,,,,,,,,,9.0,dsl_bf_c:21n-70m-SpanishTelefonica_30_3_66_0.2,
16.0,16.795680046081543,1270,0.0,182,0,286,MILP,{},integer optimal solution,101,0.02612900733947754,142,327,0,0,20,0,0,0,12,0,24,1,6,2,1,0,7,0,0,0,16,144,5.666666666666667,dr_bf_f:21n-70m-SpanishTelefonica_30_15_12_0.2,16.0
70.0,594.7821550369263,20710,0.0,1505,0,950,MILP,{},integer optimal solution,101,0.7686870098114014,510,4405,0,0,48,0,0,0,60,0,110,2,33,6,0,0,0,0,0,0,39,440,21.25952380952381,dr_bf_f:14n-42m-NSF_10_1_60_0.2,70.0
28.0,2149.4623041152954,13404,0.0,91312,2543,1428,MILP,{},integer optimal solution,101,2.5919620990753174,716,3002,0,0,92,0,0,0,15,0,107,3,15,0,11,0,24,0,0,0,56,712,9.219047619047618,dr_bf_f:43n-176m-EuroLarge_30_15_16_0.2,28.0
nan,86059.86720848083,769606,nan,0,0,5616,MILP,{},"time limit exceeded, no integer solution",108,60.0110399723053,5520,154680,,,,,,,,,,,,,,,,,,,,96,48.0,dr_bf_c:28n-68m-EON_100_10_48_1.0,
32.0,193.4383430480957,10180,0.0,2405,0,1850,MILP,{},integer optimal solution,101,0.2038891315460205,1840,1650,0,0,32,0,0,33,104,0,6,0,10,2,0,0,58,0,0,0,62,10,7.558333333333333,dr_bf_m:11n-52m-Pan-European-COST239_100_30_30_0.2,32.0
88.0,1047.753264427185,58482,0.0,6550,0,4684,MILP,{},integer optimal solution,101,2.1832480430603027,4654,10895,0,0,66,0,0,136,516,0,20,0,29,0,0,0,0,0,0,0,194,30,22.15873015873016,dr_bf_m:10n-44m-SmallNet_100_10_86_0.2,88.0
36.0,92.43537139892578,21304,0.0,113,0,1160,MILP,{},integer optimal solution,101,0.10363197326660156,600,4620,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,560,36.0,dr_bf_f:28n-68m-EON_10_5_8_1.0,36.0
28.000000000000004,113.55818367004395,10192,0.03448275862057063,516,0,1254,MILP,{},integer optimal solution,101,0.13158488273620605,1244,2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19.0,dr_bf_m:21n-72m-Italian_10_5_12_0.5,29.0
57.0,1151.8791122436523,173206,0.0,189,0,3674,MILP,{},integer optimal solution,101,1.0116641521453857,2046,35585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628,57.0,dr_bf_f:21n-72m-Italian_30_9_22_1.0,57.0
178.0,13861.367994308472,1345090,0.0,664,0,12586,MILP,{},integer optimal solution,101,14.498085021972656,12462,272459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,178.0,dr_bf_m:22n-70m-British-telecom_30_3_62_1.0,178.0
29.0,7627.098338127136,34716,0.0,18859,3588,780,MILP,{},integer optimal solution,101,3.4299721717834473,740,7090,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70,7,40,20.0,dr_bf_c:6n-9m-n6s9_100_30_20_1.0,29.0
47.0,300.45870876312256,22292,0.0,1340,0,2106,MILP,{},integer optimal solution,101,0.36127495765686035,2092,4557,0,0,14,0,0,19,131,0,0,0,21,0,0,0,15,0,0,0,71,14,27.416666666666664,dr_bf_m:28n-82m-EURO28_30_9_18_0.5,47.0
18.0,38.71098327636719,3454,0.0,384,0,990,MILP,{},integer optimal solution,101,0.047142982482910156,986,613,0,0,1,0,0,35,53,0,0,0,14,1,0,0,14,0,0,0,16,4,5.916666666666666,dr_bf_m:28n-82m-EURO28_100_50_10_0.2,18.0
88.99999999999838,18254.39834499359,255560,0.0,89571,2912,1700,MILP,{},integer optimal solution,101,42.72673416137695,,64200,0,2,204,0,0,0,119,0,275,10,41,3,30,0,0,0,0,0,127,,29.205952380952358,nls_f:21n-70m-SpanishTelefonica_10_1_66_0.2,89.0000000000005
12.0,6.865516662597656,1260,0.0,116,0,282,MILP,{},integer optimal solution,101,0.013521909713745117,276,243,0,0,0,0,0,8,7,0,1,0,6,0,0,0,10,0,0,0,0,6,4.4,dr_bf_m:6n-9m-n6s9_30_15_12_0.2,12.0
36.0,92.45538711547852,21304,0.0,113,0,1160,MILP,{},integer optimal solution,101,0.10438799858093262,1144,4620,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,16,36.0,dr_bf_m:28n-68m-EON_10_5_8_1.0,36.0
15.0,16.5310640335083,2218,0.0,196,0,650,MILP,{},integer optimal solution,101,0.027727127075195312,646,357,0,0,3,0,0,48,30,0,1,0,30,0,0,0,23,0,0,0,11,4,6.000000000000001,dr_bf_m:14n-46m-Generic-Deutsche-Telekom-DT_30_15_12_0.2,15.0
80.0,12645.321856498718,755070,0.0,7592,0,5520,MILP,{},integer optimal solution,101,22.49551486968994,,147625,0,0,87,0,0,252,506,0,2,0,26,0,0,0,0,0,0,0,243,,25.377777777777776,dr_bsa_m:21n-70m-SpanishTelefonica_30_3_66_0.2,80.0
102.0,2236.5158348083496,76514,0.0,13125,0,9518,MILP,{},integer optimal solution,101,3.4237608909606934,9498,13485,0,0,101,0,0,223,539,0,12,0,31,0,0,0,82,0,0,0,214,20,28.11111111111111,dr_bf_m:30n-112m-Spain_100_10_74_0.2,102.0
35.166666666666664,103623.94172382355,23070,0.8001893939389394,367322,23763,728,MILP,{},time limit exceeded,107,60.00360107421875,712,4644,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10459,24,16,8.0,dr_bf_c:28n-82m-EURO28_30_3_58_0.2,176.0
22.0,2019.3861436843872,1410,0.0,33295,5203,150,MILP,{},integer optimal solution,101,1.4136369228363037,144,288,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,703,6,6,3.0,dr_bf_c:14n-46m-Generic-Deutsche-Telekom-DT_100_30_20_0.2,22.0
nan,86901.73757457733,1616222,nan,0,0,11266,MILP,{},"time limit exceeded, no integer solution",108,60.088361978530884,11094,325553,,,,,,,,,,,,,,,,,,,,172,86.0,dr_bf_c:10n-44m-SmallNet_10_1_86_1.0,
26.0,91.95651626586914,3524,0.0,397,0,388,MILP,{},integer optimal solution,101,0.1006629467010498,196,806,0,0,18,0,0,3,18,0,36,0,22,1,0,0,15,0,0,0,27,192,10.958333333333334,dr_bf_f:14n-46m-Generic-Deutsche-Telekom-DT_10_3_20_0.2,26.0
33.0,124.83724689483643,9714,0.0,938,0,1146,MILP,{},integer optimal solution,101,0.13837981224060059,1134,1971,0,0,10,0,0,25,73,0,2,0,18,0,0,0,11,0,0,0,36,12,19.833333333333332,dr_bf_m:16n-46m-EURO_100_30_18_0.5,33.0
25.0,85.72684860229492,4296,0.0,1042,0,1070,MILP,{},integer optimal solution,101,0.09102702140808105,1064,703,0,0,17,0,0,54,54,0,2,0,9,0,0,0,45,0,0,0,28,6,8.3,dr_bf_m:14n-46m-Generic-Deutsche-Telekom-DT_30_9_20_0.2,25.0
25.0,2714.0904121398926,1407,0.0,40700,5315,150,MILP,{},integer optimal solution,101,1.8282370567321777,144,288,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,938,4,6,3.0,dr_bf_c:16n-46m-EURO_10_3_18_0.2,25.0
22.0,203.4329719543457,6613,0.0,680,176,252,MILP,{},integer optimal solution,101,0.12723803520202637,234,1359,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,5,18,9.0,dr_bf_c:6n-9m-n6s9_30_9_20_0.5,22.0
36.37378672399193,107497.86806201935,26062,0.09065533189997518,487045,25382,738,MILP,{},time limit exceeded,107,60.004003047943115,720,5247,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4987,7,18,9.0,dr_bf_c:21n-72m-Italian_30_9_22_0.5,40.0
103.0,5939.898623466492,51156,0.0,39025,1486,1884,MILP,{},integer optimal solution,101,9.87026309967041,996,10710,0,6,241,0,0,1,116,0,267,4,33,7,15,0,0,0,0,0,70,888,34.391666666666666,dr_bf_f:21n-72m-Italian_100_10_68_0.2,103.0
27.0,62.97623348236084,8782,0.0,395,0,1084,MILP,{},integer optimal solution,101,0.07733488082885742,1074,1810,0,0,2,0,0,8,14,0,0,0,14,0,0,0,6,0,0,0,27,10,24.0,dr_bf_m:20n-62m-ARPANet_10_5_12_0.5,27.0
nan,96609.64592170715,193376,nan,0,0,2280,MILP,{},"time limit exceeded, no integer solution",108,60.007786989212036,,58032,,,,,,,,,,,,,,,,,,,,,24.0,dr_aov_c:21n-70m-SpanishTelefonica_100_10_66_0.5,
117.0,1019.3675813674927,92784,0.0,2930,0,4624,MILP,{},integer optimal solution,101,2.4394290447235107,4592,18904,0,0,24,0,0,266,239,0,2,0,43,0,1,0,0,0,0,0,102,32,71.75,dr_bf_m:28n-68m-EON_10_1_48_0.5,117.0
50.0,48996.430024147034,133527,0.0,67622,4472,1820,MILP,{},integer optimal solution,101,25.908339977264404,1780,26850,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1313,18,40,20.0,dr_bf_c:22n-70m-British-telecom_10_3_20_1.0,50.0
22.833333333333325,104867.57188606262,7856,0.2126436781601866,563476,25686,420,MILP,{},time limit exceeded,107,60.00235199928284,410,1585,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6421,12,10,5.0,dr_bf_c:20n-78m-EON20_100_50_14_0.5,29.0
nan,111162.47743797302,247865,nan,0,0,2678,MILP,{},"time limit exceeded, no integer solution",108,60.00840997695923,2626,49803,,,,,,,,,,,,,,,,,,,,52,26.0,dr_bf_c:19n-76m-EON19_10_3_26_1.0,
28.0,2191.772434234619,6973,0.0,21532,2040,318,MILP,{},integer optimal solution,101,1.3875398635864258,306,1413,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781,9,12,6.0,dr_bf_c:14n-46m-Generic-Deutsche-Telekom-DT_30_9_20_0.5,28.0
30.0,134.04675006866455,8708,0.0,1557,0,1700,MILP,{},integer optimal solution,101,0.14360809326171875,1692,1574,0,0,10,0,0,64,91,0,1,0,15,0,0,0,17,0,0,0,30,8,13.15,dr_bf_m:22n-70m-British-telecom_10_3_20_0.2,30.0
91.0,2743.417504310608,97146,0.0,2767,0,3864,MILP,{},integer optimal solution,101,5.042196035385132,3822,19614,0,0,41,0,0,68,268,0,8,0,44,0,1,0,0,0,0,0,139,42,54.83333333333333,dr_bf_m:14n-42m-NSF_100_10_60_0.5,91.0
29.0,59.17292499542236,5320,0.0,335,0,470,MILP,{},integer optimal solution,101,0.058122873306274414,240,1170,0,0,10,0,0,0,28,0,37,0,16,0,2,0,9,0,0,0,12,230,6.992857142857144,dr_bf_f:10n-44m-SmallNet_30_9_28_0.2,29.0
32.0,208.1755714416504,21690,0.0,437,0,990,MILP,{},integer optimal solution,101,0.257692813873291,530,4565,0,0,16,0,0,0,26,0,45,0,29,0,1,0,0,0,0,0,48,460,17.583333333333336,dr_bf_f:10n-44m-SmallNet_10_3_28_0.5,32.0
88.0,3174.4280128479004,27756,0.0,96966,2868,1350,MILP,{},integer optimal solution,101,6.043256998062134,,8397,0,0,212,0,0,1,106,0,252,9,25,8,21,0,0,0,0,0,54,,24.203571428571426,dr_aov_f:21n-70m-SpanishTelefonica_100_10_66_0.2,88.0
30.0,183.4716510772705,11018,0.0,500,0,700,MILP,{},integer optimal solution,101,0.20491504669189453,364,2394,0,2,27,0,0,0,12,0,19,0,12,3,4,0,9,0,0,0,37,336,13.75,dr_bf_f:15n-46m-NSF_30_9_20_0.5,30.0
32.0,377.5930404663086,24066,0.0,1645,0,1782,MILP,{},integer optimal solution,101,0.4308650493621826,1762,4745,0,0,19,0,0,29,167,0,3,0,23,0,0,0,0,0,0,0,81,20,20.583333333333336,dr_bf_m:10n-44m-SmallNet_10_3_28_0.5,32.0
86.0,2890.6957511901855,326700,0.0,313,0,5820,MILP,{},integer optimal solution,101,2.870408058166504,5700,67050,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,85.99999999999999,dr_bf_m:6n-9m-n6s9_100_10_60_1.0,86.0
nan,95143.91889667511,1003914,nan,0,0,1656,MILP,{},"time limit exceeded, no integer solution",108,60.02440786361694,,250956,,,,,,,,,,,,,,,,,,,,,18.0,dr_sc_c:28n-82m-EURO28_10_1_58_0.5,
94.0,1398.0724477767944,88660,0.0,3411,0,3780,MILP,{},integer optimal solution,101,2.46506404876709,3740,17870,0,0,28,0,0,76,259,0,1,0,46,0,0,0,0,0,0,0,132,40,56.58333333333333,dr_bf_m:14n-42m-NSF_10_1_60_0.5,94.0
56.0,458.10137939453125,86256,0.0,140,0,2448,MILP,{},integer optimal solution,101,0.4164760112762451,2416,18008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,56.0,dr_bf_m:28n-68m-EON_10_3_16_1.0,56.0
22.0,225.6713352203369,3870,0.0,2153,422,182,MILP,{},integer optimal solution,101,0.1508340835571289,168,798,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,87,3,14,7.0,dr_bf_c:6n-9m-n6s9_100_30_20_0.5,22.0
86.00000000000014,1493.9797258377075,21304,0.0,13295,330,1160,MILP,{},integer optimal solution,101,1.8287849426269531,600,4620,0,0,170,0,0,24,39,0,116,11,28,27,3,0,9,0,0,0,129,560,30.353571428571428,dr_bf_f:28n-68m-EON_30_3_48_0.2,86.00000000000014
nan,85553.09197616577,931878,nan,0,0,7104,MILP,{},"time limit exceeded, no integer solution",108,60.03784704208374,6976,187680,,,,,,,,,,,,,,,,,,,,128,63.99999999999996,dr_bf_c:14n-46m-Generic-Deutsche-Telekom-DT_30_3_64_1.0,
37.33333333333333,112574.46933078766,87616,0.884416924664329,183460,17966,1638,MILP,{},time limit exceeded,107,60.00467491149902,1612,17589,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6592,18,26,13.0,dr_bf_c:30n-112m-Spain_30_3_74_0.2,323.0
64.0,958.6566123962402,173206,0.0,209,0,3674,MILP,{},integer optimal solution,101,0.8727710247039795,3630,35585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,64.0,dr_bf_m:21n-72m-Italian_10_3_22_1.0,64.0
15.0,28.38294506072998,2916,0.0,331,0,610,MILP,{},integer optimal solution,101,0.035275936126708984,604,583,0,0,1,0,0,13,34,0,0,0,12,1,0,0,12,0,0,0,12,6,7.25,dr_bf_m:16n-46m-EURO_10_5_10_0.5,15.0
42.0,455.770094871521,34974,0.0,1812,0,2820,MILP,{},integer optimal solution,101,0.6208508014678955,2802,6892,0,0,10,0,0,10,63,0,1,0,15,0,0,0,10,0,0,0,27,18,23.583333333333332,dr_bf_m:20n-78m-EON20_10_3_26_0.5,42.0
209.0,17205.740447044373,1377848,0.0,832,0,12876,MILP,{},integer optimal solution,101,19.997813940048218,,279183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,208.99999999999994,dr_ob_m:28n-82m-EURO28_100_10_58_1.0,209.0
nan,103311.0633649826,965120,nan,0,0,7000,MILP,{},"time limit exceeded, no integer solution",108,60.033668994903564,,104600,,,,,,,,,,,,,,,,,,,,,0.0,drl_bf_c:21n-70m-SpanishTelefonica_10_1_66_0.2,
33.0,212.8814058303833,40310,0.0,114,0,1750,MILP,{},integer optimal solution,101,0.20064496994018555,910,8545,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,33.0,dr_bf_f:28n-82m-EURO28_10_5_10_1.0,33.0
133.0,17818.15410041809,757260,0.0,500,0,8700,MILP,{},integer optimal solution,101,11.474624156951904,6060,153930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2640,133.00000000000003,dr_bf_f:14n-42m-NSF_10_1_60_1.0,133.0
126.0,13698.382579803467,287862,0.0,7265,0,8888,MILP,{},integer optimal solution,101,12.485145092010498,8834,57329,0,0,80,0,0,135,574,0,7,0,51,0,0,0,0,0,0,0,209,54,73.75,dr_bf_m:19n-76m-EON19_100_10_80_0.5,126.0
130.0,21338.546063423157,163162,0.0,104905,2968,3404,MILP,{},integer optimal solution,101,40.9974799156189,1932,33557,0,0,116,0,0,0,61,0,133,1,45,2,6,0,0,0,0,0,103,1472,72.33333333333334,dr_bf_f:20n-62m-ARPANet_100_10_62_0.5,130.0
nan,121232.83874988556,81942,nan,0,0,1360,MILP,{},"time limit exceeded, no integer solution",108,60.003663063049316,1328,16488,,,,,,,,,,,,,,,,,,,,32,16.0,dr_bf_c:28n-68m-EON_100_30_16_1.0,
33.0,231.10299587249756,49740,0.0,96,0,1836,MILP,{},integer optimal solution,101,0.23449206352233887,1812,10422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,33.0,dr_bf_m:21n-70m-SpanishTelefonica_10_5_12_1.0,33.0
131.0,8114.793956756592,829020,0.0,471,0,9180,MILP,{},integer optimal solution,101,7.342793941497803,6300,168390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880,131.0,dr_bf_f:15n-46m-NSF_30_3_60_1.0,131.0
nan,82068.42817783356,1327934,nan,0,0,8246,MILP,{},"time limit exceeded, no integer solution",108,60.023796796798706,8122,266817,,,,,,,,,,,,,,,,,,,,124,61.999999999999964,dr_bf_c:22n-70m-British-telecom_10_1_62_1.0,
26.0,106.13038921356201,8440,0.0,325,0,730,MILP,{},integer optimal solution,101,0.10409283638000488,370,1875,0,2,18,0,0,0,8,0,30,0,22,4,0,0,6,0,0,0,51,360,15.666666666666666,dr_bf_f:21n-70m-SpanishTelefonica_100_50_12_0.5,26.0
nan,83448.63227653503,1176277,nan,0,0,1680,MILP,{},"time limit exceeded, no integer solution",108,60.033068895339966,,294042,,,,,,,,,,,,,,,,,,,,,21.0,dr_sc_c:21n-70m-SpanishTelefonica_10_1_66_0.5,
145.0,3009.194182395935,183142,0.0,5521,0,6986,MILP,{},integer optimal solution,101,3.5253169536590576,6942,36551,0,0,54,0,0,127,509,0,8,0,78,0,0,0,0,0,0,0,146,44,82.24999999999994,dr_bf_m:21n-72m-Italian_100_10_68_0.5,145.0
96.0,1835.4243841171265,70314,0.0,11036,0,5908,MILP,{},integer optimal solution,101,2.715790033340454,5878,12869,0,0,55,0,0,124,471,0,11,0,16,0,0,0,0,0,0,0,196,30,25.56269841269841,dr_bf_m:11n-52m-Pan-European-COST239_100_10_94_0.2,96.0
23.0,75.74629020690918,2622,0.0,581,0,384,MILP,{},integer optimal solution,101,0.07587790489196777,192,627,0,0,29,0,0,0,12,0,36,3,6,0,0,0,20,0,0,0,41,192,11.5,dr_bf_f:20n-62m-ARPANet_100_50_12_0.5,23.0
57.0,1152.1038904190063,173206,0.0,189,0,3674,MILP,{},integer optimal solution,101,1.050610065460205,3630,35585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,57.0,dr_bf_m:21n-72m-Italian_30_9_22_1.0,57.0
nan,109575.74647808075,50568,nan,0,0,1230,MILP,{},"time limit exceeded, no integer solution",108,60.00412106513977,1210,10155,,,,,,,,,,,,,,,,,,,,20,10.0,dr_bf_c:30n-112m-Spain_10_1_74_0.2,
nan,60278.30989742279,3031098,nan,0,0,13838,MILP,{},"time limit exceeded, no integer solution",108,60.05488419532776,13690,607947,,,,,,,,,,,,,,,,,,,,148,73.99999999999997,dr_bf_c:30n-112m-Spain_100_10_74_1.0,
