_best_bound,_dettime,_linear_nonzeros,_miprelgap,_n_iterations,_n_nodes_processed,_ncolumns,_problem_type,_quality_metrics,_solve_status,_solve_status_code,_time,binary_variables,constraints,cuts_BQP,cuts_GUB_cover,cuts_MIR,cuts_RLT,cuts_benders,cuts_clique,cuts_cover,cuts_disjunctive,cuts_flow_cover,cuts_flow_path,cuts_fractional,cuts_implied_bound,cuts_lift_and_project,cuts_local_implied_bound,cuts_multi_commodity_flow,cuts_solution_pool,cuts_table,cuts_user,cuts_zero_half,integer_variables,linear_relaxation,name,objective_value
129.0,11633.47727394104,131436,0.0,209663,5461,3294,MILP,{},integer optimal solution,101,21.600790977478027,,39654,0,2,233,0,0,16,47,0,220,9,68,151,22,0,0,0,0,0,320,,62.916666666666664,dr_aov_f:28n-82m-EURO28_100_10_58_0.5,129.0
80.0,1072.8632259368896,39771,0.0,6887,0,5331,MILP,{},integer optimal solution,101,1.5280139446258545,,7101,0,0,59,0,0,186,417,0,5,0,14,0,0,0,55,0,0,0,187,,25.377777777777776,dr_ob_m:21n-70m-SpanishTelefonica_30_3_66_0.2,80.0
45.49999999999998,103218.04531860352,14366,0.7225609756093158,415869,22822,532,MILP,{},time limit exceeded,107,60.00196981430054,518,2898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11756,20,14,7.0,dr_bf_c:28n-68m-EON_100_10_48_0.2,164.0
32.0,197.1066951751709,40310,0.0,96,0,1750,MILP,{},integer optimal solution,101,0.17543506622314453,1730,8545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32.0,dr_bf_m:28n-82m-EURO28_30_15_10_1.0,32.0
43.0,14512.64694404602,80316,0.0,10877,1551,1260,MILP,{},integer optimal solution,101,7.4085071086883545,1220,16210,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,23,40,20.0,dr_bf_c:14n-42m-NSF_10_3_20_1.0,43.0
19.0,72.73744010925293,12924,0.0,51,0,588,MILP,{},integer optimal solution,101,0.06500506401062012,348,2754,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,240,19.0,dr_bf_f:6n-9m-n6s9_10_5_12_1.0,19.0
28.0,191.33321380615234,29916,0.0,97,0,1164,MILP,{},integer optimal solution,101,0.1932840347290039,1140,6306,0,0,3,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,2,24,27.0,dr_bf_m:14n-42m-NSF_100_50_12_1.0,28.0
nan,64419.67808055878,6627512,nan,0,0,50820,MILP,{},"time limit exceeded, no integer solution",108,63.48015594482422,,3031032,,,,,,,,,,,,,,,,,,,,,,dsl_bf_m:21n-70m-SpanishTelefonica_10_1_66_0.5,
37.0,472.97673988342285,83620,0.0,91,0,2100,MILP,{},integer optimal solution,101,0.38608312606811523,1220,17310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880,37.0,dr_bf_f:14n-42m-NSF_30_9_20_1.0,37.0
nan,112942.18012237549,199293,nan,0,0,2398,MILP,{},"time limit exceeded, no integer solution",108,60.0096971988678,2354,40029,,,,,,,,,,,,,,,,,,,,44,22.0,dr_bf_c:24n-86m-UBN24_10_3_22_1.0,
212.0,48208.93113422394,1664572,0.0,972,0,14484,MILP,{},integer optimal solution,101,23.854856967926025,9452,336770,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5032,212.00000000000003,dr_bf_f:21n-72m-Italian_10_1_68_1.0,212.0
15.0,32.65288162231445,2986,0.0,281,0,874,MILP,{},integer optimal solution,101,0.04107308387756348,870,493,0,0,2,0,0,33,32,0,0,0,12,0,1,0,21,0,0,0,11,4,5.914285714285715,dr_bf_m:20n-62m-ARPANet_100_50_12_0.2,15.0
nan,109210.9561510086,254347,nan,0,0,2730,MILP,{},"time limit exceeded, no integer solution",108,60.00783586502075,2678,51103,,,,,,,,,,,,,,,,,,,,52,26.0,dr_bf_c:20n-78m-EON20_10_1_78_0.5,
36.25,113440.54385185242,59536,0.7748447204964132,266767,25877,1170,MILP,{},time limit exceeded,107,60.0068039894104,1144,11973,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6164,23,26,13.0,dr_bf_c:19n-76m-EON19_30_3_80_0.2,161.0
15.0,9.261287689208984,838,0.0,101,0,190,MILP,{},integer optimal solution,101,0.012004852294921875,94,219,0,0,6,0,0,0,12,0,13,1,11,1,0,0,4,0,0,0,14,96,4.7,dr_bf_f:15n-46m-NSF_10_5_12_0.2,15.0
nan,105666.10105895996,275903,nan,0,0,2838,MILP,{},"time limit exceeded, no integer solution",108,60.007176876068115,2772,55539,,,,,,,,,,,,,,,,,,,,66,33.0,dr_bf_c:11n-52m-Pan-European-COST239_30_3_94_0.5,
122.0,22374.869064331055,153321,0.0,121867,2928,3381,MILP,{},integer optimal solution,101,48.32538914680481,,31542,0,1,272,0,0,0,108,0,269,11,54,10,7,0,0,0,0,0,216,,55.83333333333333,dr_ob_f:21n-70m-SpanishTelefonica_10_1_66_0.5,122.0
32.53392857142861,106738.04813480377,13111,0.4084740259732826,596396,32457,490,MILP,{},time limit exceeded,107,60.00225591659546,476,2646,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6335,1,14,7.0,dr_bf_c:20n-62m-ARPANet_30_9_20_0.5,55.0
nan,69136.42902565002,2148807,nan,0,0,1539,MILP,{},"time limit exceeded, no integer solution",108,60.00835299491882,,548577,,,,,,,,,,,,,,,,,,,,,9.0,ds_acc_c:21n-70m-SpanishTelefonica_100_10_66_0.2,
84.0,483.73081398010254,24618,0.0,3476,0,3796,MILP,{},integer optimal solution,101,0.642780065536499,3782,4711,0,0,50,0,0,340,241,0,3,0,28,1,4,0,57,0,0,0,108,14,28.922619047619047,dr_bf_m:28n-68m-EON_10_1_48_0.2,84.0
21.547619047619047,111587.49235630035,2491,0.25697865352949156,499607,24635,258,MILP,{},time limit exceeded,107,60.00230693817139,252,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7869,0,6,3.0,dr_bf_c:28n-82m-EURO28_30_9_18_0.2,29.0
122.0,13040.674392700195,152964,0.0,153045,2896,3402,MILP,{},integer optimal solution,101,30.776501178741455,,46053,0,2,299,0,0,5,91,0,272,11,39,17,27,0,0,0,0,0,202,,55.83333333333333,dr_aov_f:21n-70m-SpanishTelefonica_10_1_66_0.5,122.0
53.608333333333334,110381.30692863464,199282,0.12117486338777947,121152,8400,2398,MILP,{},time limit exceeded,107,60.00889801979065,2354,40029,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2015,14,44,22.0,dr_bf_c:24n-86m-UBN24_100_30_22_1.0,61.0
53.0,823.2402191162109,168410,0.0,165,0,3586,MILP,{},integer optimal solution,101,0.7845840454101562,2002,34617,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1584,53.0,dr_bf_f:21n-70m-SpanishTelefonica_100_30_22_1.0,53.0
nan,84771.26670360565,7275582,nan,0,0,52316,MILP,{},"time limit exceeded, no integer solution",108,66.97214698791504,,2690868,,,,,,,,,,,,,,,,,,,,,,dsl_bf_m:28n-82m-EURO28_10_1_58_0.2,
95.0,1750.5344953536987,69912,0.0,9171,0,6864,MILP,{},integer optimal solution,101,2.870521068572998,6840,12876,0,0,79,0,0,187,578,0,2,0,43,0,0,0,34,0,0,0,194,24,28.25595238095238,dr_bf_m:21n-78m-UKNet_30_3_74_0.2,95.0
19.0,44.41821002960205,1306,0.0,307,0,294,MILP,{},integer optimal solution,101,0.054637908935546875,146,335,0,0,31,0,0,0,12,0,33,4,8,2,0,0,15,0,0,0,16,148,6.1,dr_bf_f:21n-72m-Italian_100_50_12_0.2,19.0
17.91071428571429,113989.12961959839,876,0.10446428571376327,787586,40700,178,MILP,{},time limit exceeded,107,60.00268793106079,174,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4238,0,4,2.0,dr_bf_c:24n-86m-UBN24_100_50_14_0.2,20.0
nan,79282.55328083038,1645223,nan,0,0,9588,MILP,{},"time limit exceeded, no integer solution",108,60.03711485862732,9452,330514,,,,,,,,,,,,,,,,,,,,136,67.99999999999997,dr_bf_c:21n-72m-Italian_100_10_68_1.0,
111.0,10032.841187477112,265696,0.0,51824,2846,4384,MILP,{},integer optimal solution,101,12.668498039245605,2656,54160,0,3,222,0,0,0,58,0,150,0,52,11,7,0,7,0,0,0,135,1728,53.25,dr_bf_f:11n-52m-Pan-European-COST239_100_10_94_0.5,111.0
129.0,1251.7975511550903,141276,0.0,5531,0,6574,MILP,{},integer optimal solution,101,2.1103429794311523,,40774,0,0,29,0,0,210,485,0,1,0,90,5,0,0,0,0,0,0,263,,68.41666666666667,dr_aov_m:28n-82m-EURO28_100_10_58_0.5,129.0
49.988095238095234,110446.36351776123,216018,0.2309523809520257,74664,7797,2472,MILP,{},time limit exceeded,107,60.00408911705017,2424,43404,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1866,17,48,24.0,dr_bf_c:21n-78m-UKNet_30_9_24_1.0,65.0
40.0,324.63894844055176,18306,0.0,2407,0,2538,MILP,{},integer optimal solution,101,0.3788588047027588,2526,3355,0,0,25,0,0,68,185,0,1,0,23,0,0,0,39,0,0,0,68,12,14.483333333333334,dr_bf_m:20n-78m-EON20_10_3_26_0.2,40.0
114.0,10353.87034034729,259130,0.0,8181,0,7492,MILP,{},integer optimal solution,101,9.32072401046753,7430,51533,0,0,92,0,0,64,641,0,0,0,51,0,0,0,0,0,0,0,244,62,60.66666666666666,dr_bf_m:11n-52m-Pan-European-COST239_10_1_94_0.5,114.0
94.0,2497.0773000717163,106902,0.0,3046,0,4372,MILP,{},integer optimal solution,101,2.3556668758392334,4330,21434,0,0,25,0,0,100,261,0,13,0,88,0,0,0,0,0,0,0,81,42,54.74999999999999,dr_bf_m:14n-46m-Generic-Deutsche-Telekom-DT_100_10_64_0.5,94.0
24.0,83.76508331298828,13278,0.0,133,0,954,MILP,{},integer optimal solution,101,0.10505986213684082,486,2877,0,0,7,0,0,2,13,0,25,2,21,5,0,0,10,0,0,0,10,468,14.666666666666668,dr_bf_f:19n-76m-EON19_10_5_16_0.5,24.0
29.0,69.22891139984131,22670,0.0,69,0,1030,MILP,{},integer optimal solution,101,0.0662839412689209,550,4825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,29.0,dr_bf_f:16n-46m-EURO_10_5_10_1.0,29.0
42.0,16490.02474784851,87923,0.0,16280,1854,1340,MILP,{},integer optimal solution,101,8.274277925491333,1300,17730,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,591,11,40,20.0,dr_bf_c:15n-46m-NSF_30_9_20_1.0,42.0
59.0,1460.6615056991577,262366,0.0,186,0,4758,MILP,{},integer optimal solution,101,1.4520301818847656,2678,53625,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,8,2080,59.0,dr_bf_f:20n-78m-EON20_100_30_26_1.0,59.0
110.0,2026.1598567962646,148682,0.0,3005,0,4744,MILP,{},integer optimal solution,101,2.9679720401763916,4694,29996,0,0,44,0,0,55,225,0,5,0,46,0,0,0,0,0,0,0,122,50,77.83333333333334,dr_bf_m:14n-46m-Generic-Deutsche-Telekom-DT_10_1_64_0.5,110.0
93.0,13148.096195220947,239202,0.0,80100,2958,1566,MILP,{},integer optimal solution,101,33.19878005981445,,60039,0,2,234,0,0,15,125,0,221,8,28,11,36,0,0,0,0,0,69,,32.083333333333336,dr_bsa_f:28n-82m-EURO28_10_1_58_0.2,93.0
69.0,1265.7792959213257,206778,0.0,216,0,4290,MILP,{},integer optimal solution,101,1.203629970550537,2354,42427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1936,69.0,dr_bf_f:24n-86m-UBN24_30_9_22_1.0,69.0
19.0,56.75201225280762,5868,0.0,985,0,1338,MILP,{},integer optimal solution,101,0.06679701805114746,1332,991,0,0,5,0,0,25,37,0,0,0,15,0,0,0,24,0,0,0,12,6,5.7666666666666675,dr_bf_m:20n-78m-EON20_10_5_14_0.2,19.0
38.466666666666676,115790.7248249054,71262,0.061788617886027936,330740,23454,1302,MILP,{},time limit exceeded,107,60.0024049282074,1274,14329,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121,23,28,14.0,dr_bf_c:21n-78m-UKNet_10_5_14_1.0,41.0
128.9999999999987,14679.606625556946,131688,0.0,41125,1510,3276,MILP,{},integer optimal solution,101,24.174953937530518,,27243,0,0,184,0,0,6,61,0,190,3,31,7,17,0,0,0,0,0,140,,62.91666666666666,dr_ob_f:28n-82m-EURO28_100_10_58_0.5,129.0
28.0,38.2342004776001,3372,0.0,187,0,372,MILP,{},integer optimal solution,101,0.04040884971618652,188,758,0,0,10,0,0,0,33,0,25,1,21,1,0,0,16,0,0,0,10,184,6.114285714285715,dr_bf_f:10n-44m-SmallNet_10_3_28_0.2,28.0
27.0,137.27577781677246,12682,0.0,924,0,1664,MILP,{},integer optimal solution,101,0.1655731201171875,1654,2506,0,0,9,0,0,9,65,0,2,0,18,0,0,0,20,0,0,0,16,10,15.416666666666668,dr_bf_m:24n-86m-UBN24_100_50_14_0.5,27.0
183.0,6256.686052322388,1374716,0.0,1126,0,12934,MILP,{},integer optimal solution,101,8.551032066345215,,413134,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,183.00000000000003,dr_aov_f:28n-82m-EURO28_10_1_58_1.0,183.0
183.0,23838.546979904175,1378022,0.0,644,0,12934,MILP,{},integer optimal solution,101,14.056113004684448,8062,279241,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4872,183.0,dr_bf_f:28n-82m-EURO28_10_1_58_1.0,183.0
34.0,266.8274612426758,51156,0.0,136,0,1884,MILP,{},integer optimal solution,101,0.3367741107940674,996,10710,0,0,3,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,3,888,33.0,dr_bf_f:21n-72m-Italian_100_50_12_1.0,34.0
38.0,840.5576572418213,172116,0.0,104,0,3276,MILP,{},integer optimal solution,101,0.847149133682251,3220,35210,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,56,38.0,dr_bf_m:10n-44m-SmallNet_100_30_28_1.0,38.0
19.0,53.48018741607666,6058,0.0,418,0,1798,MILP,{},integer optimal solution,101,0.06999683380126953,1794,873,0,0,0,0,0,47,36,0,0,0,37,0,0,0,24,0,0,0,23,4,6.7333333333333325,dr_bf_m:30n-112m-Spain_100_50_14_0.2,19.0
184.0,25341.932454109192,2135566,0.0,706,0,17094,MILP,{},integer optimal solution,101,33.104925870895386,11174,431531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5920,183.99999999999997,dr_bf_f:21n-78m-UKNet_30_3_74_1.0,184.0
85.0,2872.024269104004,46486,0.0,40292,1257,1848,MILP,{},integer optimal solution,101,4.926599025726318,968,9746,0,0,143,0,0,0,73,0,234,8,60,5,9,0,0,0,0,0,74,880,25.504761904761903,dr_bf_f:21n-78m-UKNet_10_1_74_0.2,85.0
26.0,108.04940414428711,9910,0.0,664,0,1220,MILP,{},integer optimal solution,101,0.12279820442199707,1210,2022,0,0,3,0,0,6,48,0,0,0,12,0,0,0,8,0,0,0,16,10,19.666666666666664,dr_bf_m:21n-70m-SpanishTelefonica_100_50_12_0.5,26.0
33.0,214.2095651626587,16504,0.0,1728,0,2158,MILP,{},integer optimal solution,101,0.25866198539733887,2148,3240,0,0,14,0,0,25,121,0,2,0,18,0,2,0,15,0,0,0,58,10,18.333333333333332,dr_bf_m:30n-112m-Spain_10_5_14_0.5,33.0
122.0,2103.2115993499756,162414,0.0,9269,0,6552,MILP,{},integer optimal solution,101,4.97408390045166,,46998,0,0,26,0,0,63,254,0,2,0,48,6,0,0,0,0,0,0,200,,67.83333333333334,dr_aov_m:21n-70m-SpanishTelefonica_10_1_66_0.5,122.0
33.0,303.7147569656372,10066,0.0,986,0,644,MILP,{},integer optimal solution,101,0.3186659812927246,336,2191,0,0,11,0,0,0,14,0,28,1,9,0,0,0,6,0,0,0,32,308,15.333333333333332,dr_bf_f:14n-42m-NSF_10_3_20_0.5,33.0
33.0,309.41526794433594,28730,0.0,1775,0,2190,MILP,{},integer optimal solution,101,0.410567045211792,2170,5595,0,0,33,0,0,26,156,0,2,0,18,0,0,0,0,0,0,0,95,20,18.83333333333333,dr_bf_m:11n-52m-Pan-European-COST239_10_3_30_0.5,33.0
14.0,39.60210132598877,12924,0.0,25,0,588,MILP,{},integer optimal solution,101,0.043540000915527344,348,2754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,14.0,dr_bf_f:6n-9m-n6s9_30_15_12_1.0,14.0
64.0,1165.4487943649292,168410,0.0,178,0,3586,MILP,{},integer optimal solution,101,1.009232997894287,2002,34617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1584,64.0,dr_bf_f:21n-70m-SpanishTelefonica_30_9_22_1.0,64.0
16.33333333333231,114958.23719596863,835,0.0925925925921351,505772,27456,170,MILP,{},time limit exceeded,107,60.003117084503174,166,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6665,1,4,2.0,dr_bf_c:28n-82m-EURO28_100_50_10_0.2,18.0
46.0,369.2415313720703,24868,0.0,1689,0,2172,MILP,{},integer optimal solution,101,0.4669167995452881,2156,4986,0,0,13,0,0,21,120,0,2,0,25,0,0,0,27,0,0,0,64,16,27.499999999999996,dr_bf_m:21n-70m-SpanishTelefonica_100_30_22_0.5,46.0
nan,80177.23091697693,1506276,nan,0,0,9042,MILP,{},"time limit exceeded, no integer solution",108,60.06586217880249,8910,302643,,,,,,,,,,,,,,,,,,,,132,65.99999999999997,dr_bf_c:21n-70m-SpanishTelefonica_100_10_66_1.0,
191.0,15361.249465942383,1524534,0.0,790,0,13662,MILP,{},integer optimal solution,101,19.237689971923828,13530,308583,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,132,191.0,dr_bf_m:21n-70m-SpanishTelefonica_30_3_66_1.0,191.0
30.0,190.0823745727539,32748,0.0,111,0,1260,MILP,{},integer optimal solution,101,0.2502870559692383,684,6894,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,2,576,29.0,dr_bf_f:15n-46m-NSF_100_50_12_1.0,30.0
40.0,141.98824405670166,40310,0.0,154,0,1750,MILP,{},integer optimal solution,101,0.11636590957641602,910,8545,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,840,40.0,dr_bf_f:28n-82m-EURO28_100_50_10_1.0,40.0
165.0,14037.974491119385,1191826,0.0,602,0,11594,MILP,{},integer optimal solution,101,18.96639394760132,11470,241583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,165.0,dr_bf_m:20n-62m-ARPANet_30_3_62_1.0,165.0
30.0,190.11474514007568,32748,0.0,111,0,1260,MILP,{},integer optimal solution,101,0.24943304061889648,1236,6894,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,2,24,29.0,dr_bf_m:15n-46m-NSF_100_50_12_1.0,30.0
89.0,6170.163414001465,34400,0.0,107711,2911,1500,MILP,{},integer optimal solution,101,10.777343988418579,,7265,0,2,211,0,0,0,89,0,218,3,25,1,12,0,3,0,0,0,78,,29.205952380952382,dr_ob_f:21n-70m-SpanishTelefonica_10_1_66_0.2,89.0
16.0,15.486130714416504,2650,0.0,178,0,798,MILP,{},integer optimal solution,101,0.023079872131347656,794,341,0,0,0,0,0,6,13,0,0,0,9,0,0,0,21,0,0,0,3,4,3.125,dr_bf_m:10n-44m-SmallNet_30_15_16_0.2,16.0
93.0,3216.2539501190186,252318,0.0,6696,0,5593,MILP,{},integer optimal solution,101,2.9692060947418213,,61825,0,0,83,0,0,314,445,0,2,0,38,0,0,0,0,0,0,0,284,,32.08333333333333,ds_acc_m:28n-82m-EURO28_10_1_58_0.2,93.0
43.0,509.39910984039307,83620,0.0,108,0,2100,MILP,{},integer optimal solution,101,0.47870802879333496,2060,17310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,43.0,dr_bf_m:14n-42m-NSF_10_3_20_1.0,43.0
171.0,12589.94316291809,1524336,0.0,612,0,13596,MILP,{},integer optimal solution,101,15.458769083023071,,308517,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,,171.0,dr_ob_f:21n-70m-SpanishTelefonica_100_10_66_1.0,171.0
56.0,561.9668092727661,131742,0.0,195,0,3294,MILP,{},integer optimal solution,101,0.5372660160064697,3258,27261,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,36,56.0,dr_bf_m:28n-82m-EURO28_10_3_18_1.0,56.0
14.0,39.60541343688965,12924,0.0,25,0,588,MILP,{},integer optimal solution,101,0.04864907264709473,564,2754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14.0,dr_bf_m:6n-9m-n6s9_30_15_12_1.0,14.0
255.0,39319.10130405426,3063970,0.0,1106,0,22126,MILP,{},integer optimal solution,101,44.53647208213806,21978,618381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,148,254.99999999999997,dr_bf_m:30n-112m-Spain_100_10_74_1.0,255.0
25.0,168.66451263427734,13626,0.0,460,0,978,MILP,{},integer optimal solution,101,0.1885228157043457,498,2961,0,0,8,0,0,0,11,0,31,0,20,1,4,0,6,0,0,0,31,480,14.833333333333332,dr_bf_f:21n-78m-UKNet_10_5_14_0.5,25.0
22.446153846153834,111337.6721200943,4722,0.10215384615343803,817394,44866,332,MILP,{},time limit exceeded,107,60.00195813179016,324,954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3742,1,8,4.0,dr_bf_c:20n-78m-EON20_30_15_14_0.2,25.0
142.0,24392.455986976624,200568,0.0,51026,1501,3960,MILP,{},integer optimal solution,101,43.09536910057068,2232,41148,0,8,553,0,0,0,136,0,532,6,88,15,37,0,0,0,0,0,282,1728,68.91666666666666,dr_bf_f:21n-70m-SpanishTelefonica_100_10_66_0.5,142.0
33.0,231.03349113464355,49740,0.0,96,0,1836,MILP,{},integer optimal solution,101,0.2310340404510498,972,10422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864,33.0,dr_bf_f:21n-70m-SpanishTelefonica_10_5_12_1.0,33.0
122.0,8897.462174415588,1194018,0.0,5625,0,6321,MILP,{},integer optimal solution,101,14.085300922393799,,297843,0,0,36,0,0,95,477,0,3,0,67,0,2,0,0,0,0,0,222,,67.83333333333333,ds_acc_m:21n-70m-SpanishTelefonica_10_1_66_0.5,122.0
89.0,3494.791604042053,266770,0.0,8299,0,5430,MILP,{},integer optimal solution,101,3.504594087600708,,65206,0,0,104,0,0,268,511,0,3,0,24,6,2,0,0,0,0,0,279,,29.20595238095238,ds_bf_m:21n-70m-SpanishTelefonica_10_1_66_0.2,89.0
101.0,3531.8674659729004,591058,0.0,473,0,9854,MILP,{},integer optimal solution,101,3.3235409259796143,5226,120471,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,14,4628,101.0,dr_bf_f:43n-176m-EuroLarge_100_30_26_1.0,101.0
21.0,78.57283306121826,3210,0.0,449,0,468,MILP,{},integer optimal solution,101,0.11130881309509277,234,750,0,0,6,0,0,0,9,0,18,0,5,1,5,0,3,0,0,0,4,234,6.25,dr_bf_f:19n-76m-EON19_30_15_16_0.2,21.0
15.0,43.987454414367676,3192,0.0,556,0,702,MILP,{},integer optimal solution,101,0.04223489761352539,696,603,0,0,2,0,0,34,33,0,0,0,9,0,0,0,25,0,0,0,14,6,6.999999999999999,dr_bf_m:15n-46m-NSF_100_50_12_0.2,15.0
20.0,17.290839195251465,1396,0.0,132,0,164,MILP,{},integer optimal solution,101,0.021780014038085938,84,326,0,0,4,0,0,0,18,0,20,0,8,5,0,0,2,0,0,0,2,80,5.6000000000000005,dr_bf_f:6n-9m-n6s9_100_30_20_0.2,20.0
35.0,359.4078540802002,23976,0.0,2101,0,2118,MILP,{},integer optimal solution,101,0.420072078704834,2100,4596,0,0,22,0,0,11,116,0,3,0,16,0,4,0,52,0,0,0,65,18,15.916666666666668,dr_bf_m:11n-52m-Pan-European-COST239_100_30_30_0.5,35.0
44.0,1337.7298078536987,18634,0.0,29613,959,1148,MILP,{},integer optimal solution,101,1.8169159889221191,588,4004,0,0,60,0,0,0,23,0,110,4,27,5,0,0,11,0,0,0,129,560,19.916666666666664,dr_bf_f:21n-78m-UKNet_10_3_24_0.5,44.0
nan,115653.4606142044,166946,nan,0,0,2090,MILP,{},"time limit exceeded, no integer solution",108,60.00913381576538,2046,33561,,,,,,,,,,,,,,,,,,,,44,22.0,dr_bf_c:21n-72m-Italian_30_3_68_0.5,
nan,84446.47929763794,5394750,nan,0,0,19530,MILP,{},"time limit exceeded, no integer solution",108,60.01882219314575,,426889,,,,,,,,,,,,,,,,,,,,,9.0,dsl_ascc_c:21n-70m-SpanishTelefonica_30_3_66_0.2,
19.0,2936.3901538848877,636,0.0,37047,3179,130,MILP,{},integer optimal solution,101,2.148804187774658,126,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1474,0,4,2.0,dr_bf_c:20n-62m-ARPANet_10_5_12_0.2,19.0
128.0,6016.127351760864,329932,0.0,6344,0,9154,MILP,{},integer optimal solution,101,7.243340015411377,9096,65900,0,0,99,0,0,149,398,0,9,0,65,0,0,0,0,0,0,0,149,58,81.66666666666667,dr_bf_m:19n-76m-EON19_30_3_80_0.5,128.0
30.0,278.72975635528564,83682,0.0,98,0,2214,MILP,{},integer optimal solution,101,0.3138010501861572,1242,17235,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,972,30.0,dr_bf_f:11n-52m-Pan-European-COST239_100_50_18_1.0,30.0
154.0,35347.45733642578,1524336,0.0,551,0,13596,MILP,{},integer optimal solution,101,42.49933695793152,,308517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,154.0,dr_ob_m:21n-70m-SpanishTelefonica_10_1_66_1.0,154.0
nan,110537.42441082001,43100,nan,0,0,990,MILP,{},"time limit exceeded, no integer solution",108,60.00231409072876,968,8668,,,,,,,,,,,,,,,,,,,,22,11.0,dr_bf_c:21n-78m-UKNet_10_1_74_0.2,
93.0,3575.340888977051,591058,0.0,486,0,9854,MILP,{},integer optimal solution,101,3.4909842014312744,9802,120471,0,0,20,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,13,52,93.0,dr_bf_m:43n-176m-EuroLarge_10_3_26_1.0,93.0
10.939024390243876,111611.8740196228,801,0.3163109756077808,522927,30680,162,MILP,{},time limit exceeded,107,60.00208878517151,158,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6905,4,4,2.0,dr_bf_c:21n-78m-UKNet_10_5_14_0.2,16.0
41.0,365.9546194076538,83620,0.0,135,0,2100,MILP,{},integer optimal solution,101,0.45769500732421875,1220,17310,0,0,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,6,880,41.0,dr_bf_f:14n-42m-NSF_100_30_20_1.0,41.0
26.0,82.78647136688232,29916,0.0,50,0,1164,MILP,{},integer optimal solution,101,0.06906390190124512,636,6306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,,dr_bf_f:14n-42m-NSF_30_15_12_1.0,26.0
141.99999999998843,13455.674273490906,200016,0.0,70689,1568,3960,MILP,{},integer optimal solution,101,39.05837297439575,,60192,0,1,171,0,0,2,90,0,187,2,22,6,14,0,0,0,0,0,192,,68.91666666666666,dr_aov_f:21n-70m-SpanishTelefonica_100_10_66_0.5,141.99999999999895
